16711680
65280
255
0, 0, 65280
1, 0, 2023424
2, 0, 4047104
3, 0, 6070784
4, 0, 8029184
5, 0, 10052864
6, 0, 12076544
7, 0, 14100224
8, 0, 16058624
9, 0, 15269909
10, 0, 13238324
11, 0, 11272274
12, 0, 9240689
13, 0, 7209104
14, 0, 5177519
15, 0, 3211469
16, 0, 1179884
17, 0, 3314
18, 0, 10964
19, 0, 18869
20, 0, 26774
21, 0, 34679
22, 0, 42329
23, 0, 50234
24, 0, 58139
0, 1, 261120
1, 1, 2219264
2, 1, 4242944
3, 1, 6266624
4, 1, 8225024
5, 1, 10248704
6, 1, 12272384
7, 1, 14296064
8, 1, 16254464
9, 1, 15073304
10, 1, 13041719
11, 1, 11075669
12, 1, 9044084
13, 1, 7012499
14, 1, 4980914
15, 1, 3014864
16, 1, 983279
17, 1, 4079
18, 1, 11729
19, 1, 19634
20, 1, 27539
21, 1, 35444
22, 1, 43094
23, 1, 50999
24, 1, 58904
0, 2, 456960
1, 2, 2415104
2, 2, 4438784
3, 2, 6462464
4, 2, 8420864
5, 2, 10444544
6, 2, 12468224
7, 2, 14491904
8, 2, 16450304
9, 2, 14876699
10, 2, 12845114
11, 2, 10879064
12, 2, 8847479
13, 2, 6815894
14, 2, 4784309
15, 2, 2818259
16, 2, 786674
17, 2, 4844
18, 2, 12494
19, 2, 20399
20, 2, 28304
21, 2, 36209
22, 2, 43859
23, 2, 51764
24, 2, 59669
0, 3, 652800
1, 3, 2610944
2, 3, 4634624
3, 3, 6658304
4, 3, 8616704
5, 3, 10640384
6, 3, 12664064
7, 3, 14687744
8, 3, 16646144
9, 3, 14680094
10, 3, 12648509
11, 3, 10682459
12, 3, 8650874
13, 3, 6619289
14, 3, 4587704
15, 3, 2621654
16, 3, 590069
17, 3, 5609
18, 3, 13259
19, 3, 21164
20, 3, 29069
21, 3, 36974
22, 3, 44624
23, 3, 52529
24, 3, 60434
0, 4, 848640
1, 4, 2806784
2, 4, 4830464
3, 4, 6854144
4, 4, 8812544
5, 4, 10836224
6, 4, 12859904
7, 4, 14883584
8, 4, 16515074
9, 4, 14483489
10, 4, 12451904
11, 4, 10485854
12, 4, 8454269
13, 4, 6422684
14, 4, 4391099
15, 4, 2425049
16, 4, 393464
17, 4, 6374
18, 4, 14024
19, 4, 21929
20, 4, 29834
21, 4, 37739
22, 4, 45389
23, 4, 53294
24, 4, 61199
0, 5, 1044480
1, 5, 3002624
2, 5, 5026304
3, 5, 7049984
4, 5, 9008384
5, 5, 11032064
6, 5, 13055744
7, 5, 15079424
8, 5, 16318469
9, 5, 14286884
10, 5, 12255299
11, 5, 10289249
12, 5, 8257664
13, 5, 6226079
14, 5, 4194494
15, 5, 2228444
16, 5, 196859
17, 5, 7139
18, 5, 14789
19, 5, 22694
20, 5, 30599
21, 5, 38504
22, 5, 46154
23, 5, 54059
24, 5, 61964
0, 6, 1240320
1, 6, 3198464
2, 6, 5222144
3, 6, 7245824
4, 6, 9204224
5, 6, 11227904
6, 6, 13251584
7, 6, 15275264
8, 6, 16121864
9, 6, 14090279
10, 6, 12058694
11, 6, 10092644
12, 6, 8061059
13, 6, 6029474
14, 6, 3997889
15, 6, 2031839
16, 6, 254
17, 6, 7904
18, 6, 15554
19, 6, 23459
20, 6, 31364
21, 6, 39269
22, 6, 46919
23, 6, 54824
24, 6, 62729
0, 7, 1436160
1, 7, 3394304
2, 7, 5417984
3, 7, 7441664
4, 7, 9400064
5, 7, 11423744
6, 7, 13447424
7, 7, 15471104
8, 7, 15925259
9, 7, 13893674
10, 7, 11862089
11, 7, 9896039
12, 7, 7864454
13, 7, 5832869
14, 7, 3801284
15, 7, 1835234
16, 7, 764
17, 7, 8669
18, 7, 16319
19, 7, 24224
20, 7, 32129
21, 7, 40034
22, 7, 47684
23, 7, 55589
24, 7, 63494
0, 8, 1632000
1, 8, 3590144
2, 8, 5613824
3, 8, 7637504
4, 8, 9595904
5, 8, 11619584
6, 8, 13643264
7, 8, 15666944
8, 8, 15728654
9, 8, 13697069
10, 8, 11665484
11, 8, 9699434
12, 8, 7667849
13, 8, 5636264
14, 8, 3604679
15, 8, 1638629
16, 8, 1529
17, 8, 9434
18, 8, 17084
19, 8, 24989
20, 8, 32894
21, 8, 40799
22, 8, 48449
23, 8, 56354
24, 8, 64259
0, 9, 1827840
1, 9, 3785984
2, 9, 5809664
3, 9, 7833344
4, 9, 9791744
5, 9, 11815424
6, 9, 13839104
7, 9, 15862784
8, 9, 15532049
9, 9, 13500464
10, 9, 11468879
11, 9, 9502829
12, 9, 7471244
13, 9, 5439659
14, 9, 3408074
15, 9, 1442024
16, 9, 2294
17, 9, 10199
18, 9, 17849
19, 9, 25754
20, 9, 33659
21, 9, 41564
22, 9, 49214
23, 9, 57119
24, 9, 65024
0, 10, 2023680
1, 10, 3981824
2, 10, 6005504
3, 10, 8029184
4, 10, 9987584
5, 10, 12011264
6, 10, 14034944
7, 10, 16058624
8, 10, 15335444
9, 10, 13303859
10, 10, 11272274
11, 10, 9306224
12, 10, 7274639
13, 10, 5243054
14, 10, 3211469
15, 10, 1245419
16, 10, 3059
17, 10, 10964
18, 10, 18614
19, 10, 26519
20, 10, 34424
21, 10, 42329
22, 10, 49979
23, 10, 57884
24, 10, 510
0, 11, 2219520
1, 11, 4177664
2, 11, 6201344
3, 11, 8225024
4, 11, 10183424
5, 11, 12207104
6, 11, 14230784
7, 11, 16254464
8, 11, 15138839
9, 11, 13107254
10, 11, 11075669
11, 11, 9109619
12, 11, 7078034
13, 11, 5046449
14, 11, 3014864
15, 11, 1048814
16, 11, 3824
17, 11, 11729
18, 11, 19379
19, 11, 27284
20, 11, 35189
21, 11, 43094
22, 11, 50744
23, 11, 58649
24, 11, 195584
0, 12, 2415360
1, 12, 4373504
2, 12, 6397184
3, 12, 8420864
4, 12, 10379264
5, 12, 12402944
6, 12, 14426624
7, 12, 16450304
8, 12, 14942234
9, 12, 12910649
10, 12, 10879064
11, 12, 8913014
12, 12, 6881429
13, 12, 4849844
14, 12, 2818259
15, 12, 852209
16, 12, 4589
17, 12, 12494
18, 12, 20144
19, 12, 28049
20, 12, 35954
21, 12, 43859
22, 12, 51509
23, 12, 59414
24, 12, 391424
0, 13, 2611200
1, 13, 4569344
2, 13, 6593024
3, 13, 8616704
4, 13, 10575104
5, 13, 12598784
6, 13, 14622464
7, 13, 16646144
8, 13, 14745629
9, 13, 12714044
10, 13, 10682459
11, 13, 8716409
12, 13, 6684824
13, 13, 4653239
14, 13, 2621654
15, 13, 655604
16, 13, 5354
17, 13, 13259
18, 13, 20909
19, 13, 28814
20, 13, 36719
21, 13, 44624
22, 13, 52274
23, 13, 60179
24, 13, 587264
0, 14, 2807040
1, 14, 4765184
2, 14, 6788864
3, 14, 8812544
4, 14, 10770944
5, 14, 12794624
6, 14, 14818304
7, 14, 16515074
8, 14, 14549024
9, 14, 12517439
10, 14, 10485854
11, 14, 8519804
12, 14, 6488219
13, 14, 4456634
14, 14, 2425049
15, 14, 458999
16, 14, 6119
17, 14, 14024
18, 14, 21674
19, 14, 29579
20, 14, 37484
21, 14, 45389
22, 14, 53039
23, 14, 60944
24, 14, 783104
0, 15, 3002880
1, 15, 4961024
2, 15, 6984704
3, 15, 9008384
4, 15, 10966784
5, 15, 12990464
6, 15, 15014144
7, 15, 16318469
8, 15, 14352419
9, 15, 12320834
10, 15, 10289249
11, 15, 8323199
12, 15, 6291614
13, 15, 4260029
14, 15, 2228444
15, 15, 262394
16, 15, 6884
17, 15, 14789
18, 15, 22439
19, 15, 30344
20, 15, 38249
21, 15, 46154
22, 15, 53804
23, 15, 61709
24, 15, 978944
0, 16, 3198720
1, 16, 5156864
2, 16, 7180544
3, 16, 9204224
4, 16, 11162624
5, 16, 13186304
6, 16, 15209984
7, 16, 16121864
8, 16, 14155814
9, 16, 12124229
10, 16, 10092644
11, 16, 8126594
12, 16, 6095009
13, 16, 4063424
14, 16, 2031839
15, 16, 65789
16, 16, 7649
17, 16, 15554
18, 16, 23204
19, 16, 31109
20, 16, 39014
21, 16, 46919
22, 16, 54569
23, 16, 62474
24, 16, 1174784
0, 17, 3394560
1, 17, 5352704
2, 17, 7376384
3, 17, 9400064
4, 17, 11358464
5, 17, 13382144
6, 17, 15405824
7, 17, 15925259
8, 17, 13959209
9, 17, 11927624
10, 17, 9896039
11, 17, 7929989
12, 17, 5898404
13, 17, 3866819
14, 17, 1835234
15, 17, 509
16, 17, 8414
17, 17, 16319
18, 17, 23969
19, 17, 31874
20, 17, 39779
21, 17, 47684
22, 17, 55334
23, 17, 63239
24, 17, 1370624
0, 18, 3590400
1, 18, 5548544
2, 18, 7572224
3, 18, 9595904
4, 18, 11554304
5, 18, 13577984
6, 18, 15601664
7, 18, 15728654
8, 18, 13762604
9, 18, 11731019
10, 18, 9699434
11, 18, 7733384
12, 18, 5701799
13, 18, 3670214
14, 18, 1638629
15, 18, 1274
16, 18, 9179
17, 18, 17084
18, 18, 24734
19, 18, 32639
20, 18, 40544
21, 18, 48449
22, 18, 56099
23, 18, 64004
24, 18, 1566464
0, 19, 3786240
1, 19, 5744384
2, 19, 7768064
3, 19, 9791744
4, 19, 11750144
5, 19, 13773824
6, 19, 15797504
7, 19, 15532049
8, 19, 13565999
9, 19, 11534414
10, 19, 9502829
11, 19, 7536779
12, 19, 5505194
13, 19, 3473609
14, 19, 1442024
15, 19, 2039
16, 19, 9944
17, 19, 17849
18, 19, 25499
19, 19, 33404
20, 19, 41309
21, 19, 49214
22, 19, 56864
23, 19, 64769
24, 19, 1762304
0, 20, 3982080
1, 20, 5940224
2, 20, 7963904
3, 20, 9987584
4, 20, 11945984
5, 20, 13969664
6, 20, 15993344
7, 20, 15335444
8, 20, 13369394
9, 20, 11337809
10, 20, 9306224
11, 20, 7340174
12, 20, 5308589
13, 20, 3277004
14, 20, 1245419
15, 20, 2804
16, 20, 10709
17, 20, 18614
18, 20, 26264
19, 20, 34169
20, 20, 42074
21, 20, 49979
22, 20, 57629
23, 20, 255
24, 20, 1958144
0, 21, 4177920
1, 21, 6136064
2, 21, 8159744
3, 21, 10183424
4, 21, 12141824
5, 21, 14165504
6, 21, 16189184
7, 21, 15138839
8, 21, 13172789
9, 21, 11141204
10, 21, 9109619
11, 21, 7143569
12, 21, 5111984
13, 21, 3080399
14, 21, 1048814
15, 21, 3569
16, 21, 11474
17, 21, 19379
18, 21, 27029
19, 21, 34934
20, 21, 42839
21, 21, 50744
22, 21, 58394
23, 21, 130304
24, 21, 2153984
0, 22, 4373760
1, 22, 6331904
2, 22, 8355584
3, 22, 10379264
4, 22, 12337664
5, 22, 14361344
6, 22, 16385024
7, 22, 14942234
8, 22, 12976184
9, 22, 10944599
10, 22, 8913014
11, 22, 6946964
12, 22, 4915379
13, 22, 2883794
14, 22, 852209
15, 22, 4334
16, 22, 12239
17, 22, 20144
18, 22, 27794
19, 22, 35699
20, 22, 43604
21, 22, 51509
22, 22, 59159
23, 22, 326144
24, 22, 2349824
0, 23, 4569600
1, 23, 6527744
2, 23, 8551424
3, 23, 10575104
4, 23, 12533504
5, 23, 14557184
6, 23, 16580864
7, 23, 14745629
8, 23, 12779579
9, 23, 10747994
10, 23, 8716409
11, 23, 6750359
12, 23, 4718774
13, 23, 2687189
14, 23, 655604
15, 23, 5099
16, 23, 13004
17, 23, 20909
18, 23, 28559
19, 23, 36464
20, 23, 44369
21, 23, 52274
22, 23, 59924
23, 23, 521984
24, 23, 2545664
0, 24, 4765440
1, 24, 6723584
2, 24, 8747264
3, 24, 10770944
4, 24, 12729344
5, 24, 14753024
6, 24, 16580609
7, 24, 14549024
8, 24, 12582974
9, 24, 10551389
10, 24, 8519804
11, 24, 6553754
12, 24, 4522169
13, 24, 2490584
14, 24, 458999
15, 24, 5864
16, 24, 13769
17, 24, 21674
18, 24, 29324
19, 24, 37229
20, 24, 45134
21, 24, 53039
22, 24, 60689
23, 24, 717824
24, 24, 2741504
0, 25, 4961280
1, 25, 6919424
2, 25, 8943104
3, 25, 10966784
4, 25, 12925184
5, 25, 14948864
6, 25, 16384004
7, 25, 14352419
8, 25, 12386369
9, 25, 10354784
10, 25, 8323199
11, 25, 6357149
12, 25, 4325564
13, 25, 2293979
14, 25, 262394
15, 25, 6629
16, 25, 14534
17, 25, 22439
18, 25, 30089
19, 25, 37994
20, 25, 45899
21, 25, 53804
22, 25, 61454
23, 25, 913664
24, 25, 2937344
0, 26, 5157120
1, 26, 7115264
2, 26, 9138944
3, 26, 11162624
4, 26, 13121024
5, 26, 15144704
6, 26, 16187399
7, 26, 14155814
8, 26, 12189764
9, 26, 10158179
10, 26, 8126594
11, 26, 6160544
12, 26, 4128959
13, 26, 2097374
14, 26, 65789
15, 26, 7394
16, 26, 15299
17, 26, 23204
18, 26, 30854
19, 26, 38759
20, 26, 46664
21, 26, 54569
22, 26, 62219
23, 26, 1109504
24, 26, 3133184
0, 27, 5352960
1, 27, 7311104
2, 27, 9334784
3, 27, 11358464
4, 27, 13316864
5, 27, 15340544
6, 27, 15990794
7, 27, 13959209
8, 27, 11993159
9, 27, 9961574
10, 27, 7929989
11, 27, 5963939
12, 27, 3932354
13, 27, 1900769
14, 27, 509
15, 27, 8159
16, 27, 16064
17, 27, 23969
18, 27, 31619
19, 27, 39524
20, 27, 47429
21, 27, 55334
22, 27, 62984
23, 27, 1305344
24, 27, 3329024
0, 28, 5548800
1, 28, 7506944
2, 28, 9530624
3, 28, 11554304
4, 28, 13512704
5, 28, 15536384
6, 28, 15794189
7, 28, 13762604
8, 28, 11796554
9, 28, 9764969
10, 28, 7733384
11, 28, 5767334
12, 28, 3735749
13, 28, 1704164
14, 28, 1274
15, 28, 8924
16, 28, 16829
17, 28, 24734
18, 28, 32384
